7011,6215
16130,12
11763,7664
88,1458
10,5892
202,713
8168,9103
58,13688
63,6557
240,1048
1,3517
112,1514
10,2792
574,3109
3228,13522
11,4448
151,5521
3509,10291
80,12088
11501,17130
12,2271
377,5918
67,8975
3967,4041
386,17437
219,20978
81,463
20411,5537
34,416
6971,4937
34,3077
2944,638
6,6088
17,6908
305,8187
5634,8753
64,1946
13487,4760
146,2983
563,13641
157,414
640,18490
95,393
7401,639
212,1216
7110,230
1734,230
23264,1194
6,2120
141,1201
457,1894
569,2591
17818,1673
5,6567
1063,29
238,5260
11,7633
277,8412
12602,37481
212,552
311,4498
25796,247
170,7473
188,3357
189,2421
6,1947
13,1513
107,1143
161,16085
70,23875
199,19154
200,2851
141,815
214,915
10,9343
3257,574
12506,10422
95,1216
10005,3368
904,325
64,1329
553,1268
1003,10637
13,1394
305,14218
27338,109
351,1228
141,433
162,237
713,2915
500,2645
197,33708
13059,1329
10,6026
196,1206
134,4442
8379,85
39,11409
882,6742
3709,220
14412,10067
34,6468
20105,15318
141,1201
84,9377
26482,8143
502,6120
170,1238
151,7633
195,4380
20110,8908
107,1407
271,11597
4806,641
181,10666
4908,11554
34,1330
220,4617
34,1890
43,1946
19,9875
201,803
81,498
30000,5845
81,7065
80,2349
3709,5212
26899,8561
80,2466
22602,478
15709,1660
4069,1558
15212,10291
1946,9924
239,3619
310,11752
95,760
151,3158
331,31
319,6542
553,5065
161,4944
277,4122
73,1291
201,4314
277,5968
36,11746
8279,11921
3312,8070
70,21740
5,9307
83,4638
11763,31320
34,5784
84,19037
182,1472
21302,230
904,18099
168,17917
7144,3833
25,12379
1889,1851
106,9377
25829,339
17,3360
1151,9881
105,683
28,7485
34,3924
35,26016
345,3708
11501,1470
202,340
813,3873
147,10392
144,19662
25809,1206
72,4448
70,10877
196,3663
24,2692
11,1024
95,2185
5047,2763
17,1472
26682,12662
3931,16085
4740,9346
219,1531
185,1719
73,499
964,3918
199,7811
73,3870
219,729
6191,5037
63,16666
2849,1199
11434,5498
6444,3085
24271,5976
201,351
24224,1513
12222,3823
35,9679
17357,32298
146,3266
67,2142
118,8738
212,8594
95,803
274,12736
181,17917
12185,1268
3,174
13,402
34,416
3337,13352
43,4490
1100,2043
35,2617
89,7155
8279,11921
52,10793
19386,584
5,1308
17913,1105
14061,1434
181,822
11,1201
25862,8594
2405,11415
293,10602
1,9296
84,5763
13929,675
34,10727
936,7170
14446,10740
3895,8979
9950,3344
6220,3405
83,7886
502,26
199,941
34,8108
170,1489
57,4388
10,2177
20174,19682
120,152
107,381
1003,3464
134,788
26880,20601
49,10201
3906,18959
170,230
18159,6307
14700,4633
37,3419
25796,1206
28,6330
129,831
34,1764
39,60
34,11141
36,2945
24420,121
21776,1835
3451,12335
138,16413
287,1489
563,8262
17158,12459
16116,18486
23011,5968
24302,230
11739,144
34,416
1,9027
107,1201
170,230
37,2108
225,15668
5163,6920
22293,8462
150,2956
4711,415
419,28001
9719,31
274,6870
157,3157
5,3438
3,20360
3,6258
16350,815
200,2007
1003,671
63,2465
28,1383
141,3362
95,675
60,9351
8281,2148
904,1073
37,5436
282,5307
9150,12662
129,1197
106,247
34,6083
398,5552
36,3782
124,10142
553,624
293,1574
26538,27892
101,2945
4711,4941
27201,1375
201,675
75,6778
592,7447
34,1784
220,13317
417,16491
199,3998
705,6995
1300,663
11,3417
277,3694
3509,27196
2340,7585
8809,8201
83,1198
12352,574
185,13449
304,3938
189,8414
215,390
138,7977
3470,5995
10,700
80,1514
177,1897
6730,8178
2329,2239
107,10842
89,7155
7864,15
10241,18289
37,5785
500,5135
11,1934
5991,9908
19367,5829
5863,10063
9938,12335
377,1833
12602,4177
241,7551
72,776
12,2271
170,34
2305,12814
141,3362
307,247
20535,2890
10,10988
1188,2058
212,39
202,3626
11,1980
193,4987
351,3950
30000,1946
80,7779
138,6669
3,5436
18,17929
34,1804
89,3084
823,23891
658,23251
67,24293
30184,393
201,2020
185,192
805,8961
34,213
75,577
14523,2963
13758,176
365,353
11,1657
6,5317
5392,19903
202,5054
21741,815
3163,646
17407,639
12602,415
95,1216
124,7375
81,21740
17309,441
26732,7291
4677,5088
215,750
43,233
212,13758
4478,3290
157,760
80,3418
7869,749
181,14233
157,569
34,3564
80,1514
355,817
21782,3587
6730,26634
58,6235
202,1545
1586,28001
1394,13001
1,10670
34,671
310,14037
80,174
107,16028
89,1808
345,2086
3794,7124
6618,25795
266,5931
195,14225
4330,16827
563,9964
305,4498
28,2902
7321,393
307,2218
199,735
301,5258
138,5945
7626,2900
180,9520
13410,6536
274,10762
22422,3667
101,3466
179,5619
14,11977
129,29788
56,7702
179,3821
10505,2606
28,7920
14014,5251
11,639
12297,199
307,7648
34,416
26046,663
17091,7886
1,10853
12,2692
8802,5961
1054,4774
11533,6638
181,1873
144,2638
377,16413
21944,27437
11,26163
83,8292
12297,33612
11,19820
34,6136
8275,11921
5392,556
4711,17778
500,590
748,3214
713,2989
10,1826
193,8910
37,4510
21054,1201
16350,1425
10,88
36,3381
83,7886
1657,247
2658,14055
80,3881
25,3340
3702,883
276,1019
6,34
11480,9432
179,5358
80,2591
15,5996
311,16540
2413,15908
64,4537
11915,25596
9429,8109
83,2490
823,8400
17,3712
6037,24641
151,328
860,4277
25791,5075
46,3419
67,13688
22338,2218
89,825
18917,2767
151,17547
6814,12505
26769,8536
15825,6391
11,19820
189,6129
126,18
239,14538
365,7625
138,15643
2076,1268
10540,3057
215,12826
39,8018
37,3148
73,2694
11534,723
10,1517
14932,1227
161,24116
10,5892
25813,760
12297,1946
120,1472
37,188
129,1719
21658,14531
502,2766
9723,6451
2293,4941
10,4288
1570,11267
110,3680
28,9439
6842,3881
500,2162
37,7967
7752,8109
145,7462
57,3839
274,3098
502,1979
424,8608
955,3138
219,6997
37,1785
106,6233
193,815
16521,9924
10131,815
18504,9273
63,8107
21092,988
80,3195
658,6083
5079,10785
196,4177
6,6136
10,2381
6730,5419
2692,111
20535,9082
70,26016
21459,1268
14931,3659
6,3890
4610,15073
1151,19012
2658,14055
197,27390
219,6643
18127,15
331,13936
3111,6885
13,192
79,5551
57,1201
46,5436
12,8532
43,29416
373,22494
2372,3278
274,3266
80,5135
195,30
3,3650
37,3824
157,221
398,6354
347,10602
763,12712
151,1604
20213,3964
57,14038
107,1901
92,8803
5,2413
34,3698
435,17
10992,2263
7668,11415
195,564
11763,8908
1,7643
22548,10768
26830,134
309,220
25791,11398
212,2445
80,3881
148,2318
19665,8374
1807,7
20969,498
25,5785
502,1260
258,16061
2606,1201
4858,3416
789,4131
20514,5823
107,9932
12078,18960
151,37102
56,16667
6209,6912
175,1295
6376,11397
5268,498
105,683
193,2239
25,2177
29588,1954
2775,388
59,393
157,646
904,320
151,6557
25,1785
138,5662
225,4092
9951,4093
151,3317
2606,144
7795,12413
19940,29222
239,15565
25502,7126
10,2591
5677,6952
15518,6488
2681,760
502,1514
95,14885
3582,629
11,23440
34,6517
63,8109
138,29416
373,10474
193,288
19285,873
34,1804
884,19420
15810,7578
500,3148
202,4157
2606,15
459,580
8118,21933
422,1217
27956,10944
1386,8561
34,3940
201,1538
157,15
88,1458
25470,3587
29391,3187
17,2416
6,13171
202,1602
83,5255
1884,585
8851,1298
11,12173
193,5298
373,13754
28,8196
202,3626
9772,6075
84,1268
12,531
157,12
34,87
440,9884
419,6391
13377,9924
58,3160
134,31320
112,4348
212,4257
20798,1122
193,2363
816,2862
21061,2956
3412,3585
202,3182
7946,15229
95,2630
225,4657
5,1086
10,13290
2656,13171
157,230
157,585
88,4414
202,713
64,1934
10,3881
181,5969
5979,5271
386,5996
19489,12697
12004,19023
175,2451
168,5439
1,6870
64,18190
5,5894
3768,9680
12064,230
29242,1770
107,608
534,1929
37,9155
1,5661
1659,8908
2848,3957
5096,3466
112,3362
804,493
445,1439
305,14879
5,287
10,2215
2677,9171
64,4086
13332,4017
24646,4807
146,14766
153,4870
10,2301
1,2191
904,410
9528,82821
365,9377
200,599
170,2116
15782,10063
193,13258
3800,1950
88,554
24602,16667
185,867
6980,8786
26692,1056
151,675
225,1766
64,2056
650,2893
5750,9395
1145,7022
17158,804
9090,1201
4271,498
95,230
9772,1238
107,6412
428,167
5047,2763
58,10782
3503,625
11891,5671
35,5505
21782,3262
331,2056
36,127
193,4504
2558,5667
19589,1483
15,509
73,9256
169,1301
146,578
202,1699
12730,24416
21092,1345
10121,13064
141,433
34,3778
213,20393
23603,10251
311,16540
79,7589
147,988
277,10558
13,286
421,167
290,10379
310,4739
351,6857
124,463
1736,3065
46,2329
212,760
2921,2553
3451,14823
310,8701
24949,12
563,1260
96,683
20984,512
202,419
193,2363
1985,982
105,981
189,9826
219,1075
18934,8788
34,5105
10,1781
60,13406
73,5652
17690,1248
438,2999
37,396
24,1250
101,1860
5,996
3075,573
80,873
13,1070
904,3083
72,979
46,3593
193,434
212,988
80,1979
2878,9035
18032,3585
5075,9667
312,2645
80,6335
294,1201
813,6948
26338,3266
49,1429
13,2630
212,90
195,728
10,7119
151,25596
3,4410
461,1534
23,10666
83,6167
1425,11791
56,2226
28,15668
106,125
26570,8262
212,5704
56,547
3321,5145
214,9588
13580,11108
1322,7170
11,11505
5,14625
34,1698
17,2257
817,21067
199,410
6052,988
355,3355
189,15719
23331,2158
6108,2219
12049,3417
11,1657
134,1268
147,3753
170,192
83,13812
277,8561
11,1650
37,6120
72,3065
78,1513
502,5436
23126,470
143,366
66,29078
151,1657
15717,10179
106,6151
12,973
3997,1458
170,506
95,2630
10,3296
2446,24293
713,3882
307,4177
48,15596
22721,694
14325,1117
5,29
178,2893
83,14415
46,2301
25793,433
9965,6383
11,3929
151,1751
22783,5906
14252,3970
181,3022
11,8561
502,20392
70,6139
84,3764
17518,186
274,186
26897,14546
25862,3643
26677,5233
21915,1291
180,28061
43,233
107,2116
84,1584
21,21132
80,757
880,26347
28,35
5047,2763
11534,1924
199,1258
182,2627
11,7633
28150,1382
28,2477
170,2633
903,384
16560,1769
24,973
563,540
5258,3379
5513,1150
46,5892
211,759
5,19679
146,321
502,2301
26360,6445
16519,10274
95,803
3639,20414
10,1193
4934,6445
193,8201
64,3175
502,396
70,3190
1,1372
11,1650
3,5436
157,247
3371,1946
215,390
73,3764
12650,17461
10,20817
46,1527
80,3641
47,1201
22009,9082
345,371
1323,49
26,11961
515,4383
18678,5945
1127,954
502,7967
181,417
23700,980
488,20258
5063,9506
9897,8758
12602,1730
193,21939
25793,5845
225,7896
51,9346
274,11489
364,14776
195,2566
2658,14055
186,4762
83,7012
290,1953
220,569
157,5995
78,3417
129,3667
1995,220
27933,4874
26,11834
181,13881
28854,7360
421,433
10,3289
181,11163
195,10984
34,137
904,1075
153,4870
11263,1472
197,6238
43,2153
457,1393
185,1296
33,414
739,663
80,540
17,6323
323,569
239,14714
46,2998
156,158
34,886
563,11061
180,3405
10,14782
3869,8507
20514,1143
10902,10371
2737,13001
27395,6441
12284,6139
323,1274
138,15643
345,2538
224,1628
398,20414
34,274
80,1514
107,6419
8284,6330
201,192
219,286
251,2564
180,1772
195,10558
10,3296
67,11087
563,6797
18613,17779
20784,2112
502,3419
182,2627
11,498
48,14411
106,1029
10032,19638
20782,3362
274,7107
95,1946
225,6979
20458,5590
563,4375
274,1472
10,3502
1734,9881
903,2627
197,1625
1397,633
8,11549
4044,1201
713,2792
36,7016
34,3022
25798,27196
904,7589
1003,6542
195,996
1048,580
67,804
9949,1504
28,4380
146,1609
6926,8951
80,8244
9772,945
500,590
95,988
9297,9496
2385,5819
12640,3093
802,2116
8285,2257
188,12376
34,6661
351,2695
202,1545
11,8786
11534,328
71,16502
23146,12050
25796,31320
5,9316
502,4510
46,9964
512,3199
25809,341
3079,1934
500,2645
3,6120
35,7362
37,5785
34,11197
148,2430
197,7321
34,799
10,322
67,1330
1006,2893
804,127
80,4302
120,841
214,3661
26,1775
138,7141
748,860
179,8532
2023,639
3509,18204
10,381
37,1514
172,583
11136,8561
4352,12198
193,1815
53,9133
5,3464
83,4375
95,1946
29405,1184
381,1031
1321,2185
3,9370
73,12474
264,1811
267,7049
20677,1946
1018,22609
95,11415
515,6332
19839,16396
16534,5856
2526,12305
141,580
904,466
18217,6058
90,3663
309,3028
11451,905
24709,12198
8342,2234
43,76
1181,14823
50,7767
25104,14743
11,5867
6,10666
673,2856
75,8188
225,4373
75,5578
10121,836
14492,2929
7125,7653
23,4742
18900,8109
16399,10740
2658,14055
9102,10727
25539,556
185,1965
398,102
1434,1070
569,2349
201,4177
53,5500
182,1472
21092,247
43,3144
27548,47278
23189,8510
4254,639
3,5051
137,9432
126,841
2713,8661
353,2903
95,21939
10231,1789
37,2381
34,121
157,498
43,17733
170,414
67,4093
25796,785
80,8411
1623,9438
29322,1650
10,3167
17,13250
10,322
3375,5191
328,2839
134,788
25880,5260
11,498
13169,9137
274,5098
37,2162
3301,152
8,21458
220,18357
323,1946
11,8178
9772,3890
83,7950
195,9525
34,5784
126,1201
95,871
999,13578
182,1513
6721,176
130,35797
4030,8091
169,4307
58,16108
304,8011
56,6744
95,1788
170,2116
179,5358
195,2663
9528,82821
148,13581
112,287
1111,3109
170,341
18188,415
20947,1289
4806,2722
151,5001
9534,1730
6595,7979
196,247
305,6309
134,788
311,16540
12789,4677
91,7473
274,1206
355,499
34,6141
726,2763
2456,11398
112,804
6333,2301
10,1826
89,3025
75,18597
42,321
196,247
170,1809
195,448
672,2215
8,3521
34,8227
8,3344
10,626
146,4073
91,320
465,8098
4465,9924
161,27539
459,580
12602,6668
1321,2116
28,3429
21554,264
860,508
4747,2005
330,10671
182,366
10,9964
73,5178
20514,12186
16672,5968
180,325
120,1794
10,2011
21830,1088
95,2630
10121,19128
34,5906
225,7879
16884,1719
290,1953
5,8760
6213,8536
34,1586
1063,2842
34,121
202,4842
156,7462
78,4649
8221,137
6,34
72,3030
212,3712
34,1947
58,1947
64,31
454,2310
134,87
15,939
225,4144
27111,5042
27843,2134
27702,1993
202,3068
255,2316
11,7857
141,7017
57,133
10251,16951
107,1298
563,2177
17,441
131,4923
1722,2158
277,1308
3315,393
10,174
282,12099
157,815
212,556
3741,2707
170,1993
79,10146
1377,2893
112,12
1,8769
25931,253
5198,13102
80,3419
175,8181
24560,815
1740,17763
112,230
25796,415
2130,698
46,2591
157,1007
202,6017
12297,210
80,4302
1233,14670
4292,2308
84,3646
18521,221
23,4718
12245,5671
311,5970
80,2177
9236,1657
2475,5688
80,21429
148,17096
11763,247
34,213
16038,15582
169,8828
6674,5236
6037,44935
57,3278
34,1801
157,12
2878,7237
151,328
129,85
927,2862
6,8001
36,2945
202,4368
319,10270
20,6228
134,3660
193,803
201,9052
340,8483
3,6014
11763,254
24046,393
309,6009
34,1613
5707,1558
17357,425
6208,13102
34,3451
3883,12526
6875,2234
3913,17527
12,524
43,8327
18613,982
34,209
637,1939
311,6491
151,12087
107,760
22,16370
134,1416
34,6532
726,2763
3950,20619
46,512
556,2638
83,3976
331,755
157,1270
11,607
7477,10029
8160,19966
5,21728
803,6409
9606,9316
28,835
180,10464
4113,230
20022,4994
134,2218
199,3552
80,4510
9297,16982
1677,1296
672,512
3713,230
18,18284
37,88
199,5854
310,4386
29245,6739
37,2279
161,23875
274,7265
266,16247
134,16775
4541,39
201,2116
195,14355
92,8803
193,192
112,462
6,5317
428,1358
50,5039
112,639
57,1329
28983,11289
3946,3764
170,2929
225,2644
1063,11648
309,11153
26698,17523
25,4113
151,1604
6730,9693
157,214
8,629
23779,4677
37,67193
43,4370
293,4736
24421,24927
904,1073
28,6827
22218,6035
107,7954
4756,1273
6333,3650
2989,26267
201,1056
88,3495
179,7556
4971,698
34,213
25809,18389
55,5830
11781,6394
4264,7879
277,1558
1268,13940
34,3549
782,4072
2810,14149
5496,988
10,6438
169,6336
903,3200
26338,4072
139,23251
12297,1730
202,5054
305,4498
1003,14002
34,60
80,3113
386,14383
14841,1329
189,186
34,208
5237,819
79,1263
26862,1091
10,322
18135,24140
18613,2861
80,2349
148,24676
34,416
476,1609
90,31
4244,23251
7657,1308
156,5845
9635,4041
124,31767
38,39
10,7924
34,6028
9573,14767
212,822
36,2945
355,11808
201,3541
80,540
157,1719
2232,3839
5047,2763
64,5794
84,2179
57,16678
6391,12305
225,14559
34,6248
67,4435
5063,168
18934,7511
36,2945
50,5344
202,1699
12,524
508,102
904,5902
421,167
11,247
2692,13001
107,9377
11942,4424
107,12131
22775,8407
34,754
10523,247
713,12099
151,583
79,2580
307,7664
80,1260
24,1250
57,176
331,675
10060,2058
112,5037
640,2657
274,158
958,1201
64,898
266,26913
713,2989
197,9693
1003,10946
95,236
10,540
23733,18504
179,2949
5,381
50,12817
34,121
148,785
13851,1767
20535,5201
433,1117
34,4441
457,4269
502,188
37,2108
1798,2325
6506,87
153,859
9200,6087
3092,9605
5199,10318
153,3688
145,32509
34,1784
3600,16048
34,1900
182,893
9147,19422
56,6255
4806,1056
197,11947
377,805
19444,414
223,1838
34,3606
20514,5417
5,26924
294,247
78,4171
3582,629
373,754
739,953
134,3855
10039,144
170,230
189,287
3853,898
23,1086
80,7967
1450,8188
15607,4537
80,1026
112,1489
5571,3970
189,1652
34,5927
53,12530
20514,1810
1967,9626
8643,508
57,17639
3321,1122
903,3200
2927,2899
5047,2763
290,16666
57,2363
56,6804
107,1204
305,2165
2019,11089
381,5409
18613,433
355,5125
5107,4987
219,577
4561,21332
3942,393
25891,3362
83,1911
84,2614
182,5292
26777,7202
20961,10
373,497
1003,6896
170,4257
28,4328
10,8244
958,1329
4372,3417
34,6248
3208,1007
415,6813
75,17017
57,13264
11,1924
64,5968
80,3881
202,1416
17,13881
386,4437
500,2381
20778,4937
11,6451
500,381
1,772
299,1658
440,2226
353,9778
105,683
274,1047
22468,22021
10,2602
2869,14624
309,3161
563,6192
67,12
148,4742
170,1425
904,3591
4372,10345
6,2904
4387,841
4483,7867
7,7648
11763,1201
64,5629
134,5393
10,168
309,8668
67,3470
563,8813
34,1048
212,176
16280,1322
170,50
2834,3357
225,4657
17192,8040
104,8803
168,5439
39,1268
1003,8051
14081,32788
2195,11921
80,2591
2224,2043
60,17458
5202,871
13824,43133
22637,60
4153,7449
25829,9881
10320,2695
1556,629
13,556
10,3820
3683,639
2666,17697
83,11672
57,368
53,14248
83,3897
107,760
193,1268
588,1296
88,5366
8031,8919
12,2271
228,366
64,1383
25835,15719
10041,20031
3,11810
63,994
170,639
83,12816
1710,5945
78,1700
13,1201
2961,3495
88,2983
438,11947
140,247
358,958
34,3890
1510,393
95,1667
4325,7101
10,3031
15921,49
16829,1179
502,2162
5187,12
67,6182
10,354
37,2279
38,39
377,1024
739,85
34,1866
66,4782
50,694
19738,13801
25828,639
23891,10362
274,4203
10,2177
95,2630
110,22
195,14144
6825,15559
23670,2695
2934,5551
10,7023
19651,2621
266,893
168,9515
421,2327
89,1174
83,14415
146,5720
10,1276
386,8113
4885,754
28003,13589
193,5485
1151,9523
81,1660
189,2983
106,7093
134,1235
239,273
21923,10404
24,3938
441,3340
502,452
266,16247
28,8432
377,1291
175,10891
212,9260
50,17929
1937,3570
347,2695
212,646
21747,3308
170,569
151,7126
10,945
2475,1719
43,898
225,7108
18127,3870
6,1292
1,2855
345,1419
6133,988
225,5945
26768,1472
49,10877
5476,1489
6879,7314
107,760
8567,881
34,799
4738,3290
424,5894
10,14782
14,6320
78,1873
25,5715
20227,167
147,247
553,13171
11533,2809
34,121
1,8115
19186,4335
170,1268
439,5246
112,322
175,7828
1876,7202
553,1268
3709,14586
11,8661
563,1979
274,815
18087,1178
309,3157
748,1070
3,2301
26124,4754
1151,1556
6728,575
5,5783
6213,9377
602,8189
151,3158
43,498
10,11499
134,1355
34,5976
170,50
326,13264
80,2381
813,15248
7,3085
9036,14109
169,5976
243,937
266,11516
563,873
13,1946
46,3148
37,20817
739,8774
359,1428
193,317
168,4383
713,6248
18345,698
5,9525
351,9392
148,137
157,6912
28,8041
11,9988
42,1105
81,9461
26784,3518
106,1029
107,5304
202,3068
57,341
645,12848
15265,789
884,11552
219,8908
961,11160
1679,2630
37,1260
1,6960
21513,692
210,4718
500,8393
20327,1544
23417,498
64,2644
349,7126
13125,3333
6220,10328
904,2296
1,8769
25,873
73,10379
170,230
34,416
5,90
201,1419
13,34
25791,9060
351,7904
4453,6314
23779,4013
120,841
571,2404
274,1708
353,8261
25,5038
67,14225
20514,879
196,8463
11404,729
42,11834
201,247
1091,2707
4878,498
